1	1	   0.0	  18.8	  12.8	   0.0	   3.4
1	2	   0.0	  19.0	  13.0	   0.0	   3.5
1	3	   0.0	  19.2	  13.1	   0.0	   3.5
1	4	   0.0	  19.4	  13.3	   0.0	   3.6
1	5	   0.0	  19.6	  13.4	   0.0	   3.7
1	6	   0.0	  19.8	  13.6	   0.0	   3.8
1	7	   0.0	  20.0	  13.7	   0.0	   3.9
1	8	   0.0	  17.7	  14.1	   0.0	   4.0
1	9	   0.0	  19.6	  14.6	   0.0	   4.1
1	10	  10.7	  21.5	  15.0	   0.0	   4.2
1	11	 213.1	  23.4	  15.4	   0.0	   4.3
1	12	 413.2	  25.3	  15.9	   0.0	   4.4
1	13	 597.4	  27.2	  16.3	   0.2	   4.6
1	14	 753.0	  26.5	  16.1	   0.2	   4.4
1	15	 869.5	  25.7	  15.9	   0.2	   4.2
1	16	 939.0	  25.0	  15.8	   0.2	   4.1
1	17	 956.7	  24.2	  15.6	   0.2	   3.9
1	18	 921.5	  23.3	  15.4	   0.2	   3.8
1	19	 835.6	  22.7	  15.2	   0.4	   3.6
1	20	 705.0	  27.6	  15.1	   0.4	   3.5
1	21	 538.6	  25.7	  14.9	   0.4	   3.5
1	22	 347.6	  23.9	  14.7	   0.4	   3.4
1	23	 145.2	  22.3	  14.5	   0.4	   3.4
1	24	   0.0	  20.8	  14.3	   0.4	   3.3
2	1	   0.0	  20.2	  14.1	   0.0	   3.2
2	2	   0.0	  20.4	  14.2	   0.0	   3.3
2	3	   0.0	  20.6	  14.2	   0.0	   3.3
2	4	   0.0	  20.8	  14.3	   0.0	   3.4
2	5	   0.0	  21.0	  14.3	   0.0	   3.4
2	6	   0.0	  21.1	  14.4	   0.0	   3.4
2	7	   0.0	  21.3	  14.4	   0.0	   3.5
2	8	   0.0	  19.3	  14.7	   0.0	   3.6
2	9	   0.0	  20.8	  15.0	   0.0	   3.8
2	10	   9.5	  22.4	  15.2	   0.0	   3.9
2	11	 201.6	  23.9	  15.5	   0.0	   4.1
2	12	 391.6	  25.4	  15.7	   0.0	   4.2
2	13	 566.4	  27.0	  16.0	   0.5	   4.4
2	14	 714.1	  26.3	  15.8	   0.5	   4.2
2	15	 824.7	  25.6	  15.7	   0.5	   3.9
2	16	 890.7	  24.9	  15.5	   0.5	   3.7
2	17	 907.5	  24.1	  15.4	   0.5	   3.5
2	18	 874.0	  23.2	  15.2	   0.5	   3.2
2	19	 792.5	  22.7	  15.1	   0.1	   3.0
2	20	 668.5	  27.0	  14.8	   0.1	   3.0
2	21	 510.6	  25.2	  14.6	   0.1	   3.1
2	22	 329.3	  23.5	  14.4	   0.1	   3.1
2	23	 137.2	  22.0	  14.2	   0.1	   3.2
2	24	   0.0	  20.6	  13.9	   0.1	   3.2
3	1	   0.0	  20.0	  13.7	   0.0	   3.3
3	2	   0.0	  20.2	  13.8	   0.0	   3.3
3	3	   0.0	  20.4	  13.9	   0.0	   3.3
3	4	   0.0	  20.6	  14.0	   0.0	   3.3
3	5	   0.0	  20.8	  14.1	   0.0	   3.3
3	6	   0.0	  21.0	  14.2	   0.0	   3.3
3	7	   0.0	  21.2	  14.3	   0.0	   3.4
3	8	   0.0	  18.9	  14.5	   0.0	   3.4
3	9	   0.0	  20.9	  14.7	   0.0	   3.5
3	10	   9.7	  22.9	  14.9	   0.0	   3.5
3	11	 220.8	  25.0	  15.1	   0.0	   3.6
3	12	 429.6	  27.0	  15.3	   0.0	   3.6
3	13	 621.7	  29.0	  15.5	   0.2	   3.7
3	14	 784.1	  28.1	  15.4	   0.2	   3.5
3	15	 905.6	  27.2	  15.4	   0.2	   3.3
3	16	 978.1	  26.3	  15.3	   0.2	   3.1
3	17	 996.6	  25.3	  15.3	   0.2	   3.0
3	18	 959.8	  24.3	  15.2	   0.2	   2.8
3	19	 870.2	  23.6	  15.1	   0.2	   2.6
3	20	 734.0	  29.1	  15.0	   0.2	   2.5
3	21	 560.3	  26.9	  14.9	   0.2	   2.5
3	22	 361.2	  24.9	  14.8	   0.2	   2.5
3	23	 150.0	  23.0	  14.7	   0.2	   2.4
3	24	   0.0	  21.3	  14.5	   0.2	   2.4
4	1	   0.0	  20.6	  14.4	   0.0	   2.3
4	2	   0.0	  21.0	  14.6	   0.0	   2.4
4	3	   0.0	  21.3	  14.8	   0.0	   2.4
4	4	   0.0	  21.7	  15.0	   0.0	   2.5
4	5	   0.0	  22.0	  15.3	   0.0	   2.5
4	6	   0.0	  22.4	  15.5	   0.0	   2.6
4	7	   0.0	  22.7	  15.7	   0.0	   2.6
4	8	   0.0	  19.9	  15.7	   0.0	   2.4
4	9	   0.0	  21.9	  15.7	   0.0	   2.2
4	10	   7.9	  23.8	  15.8	   0.0	   2.0
4	11	 195.7	  25.8	  15.8	   0.0	   1.8
4	12	 381.4	  27.8	  15.9	   0.0	   1.6
4	13	 552.4	  29.8	  15.9	   0.5	   1.4
4	14	 696.8	  28.8	  15.9	   0.5	   1.4
4	15	 805.0	  27.9	  15.9	   0.5	   1.4
4	16	 869.5	  26.9	  15.9	   0.5	   1.3
4	17	 885.9	  25.8	  15.8	   0.5	   1.3
4	18	 853.2	  24.7	  15.8	   0.5	   1.2
4	19	 773.5	  24.0	  15.8	   0.1	   1.2
4	20	 652.3	  29.9	  15.5	   0.1	   1.2
4	21	 497.8	  27.3	  15.3	   0.1	   1.3
4	22	 320.6	  25.0	  15.0	   0.1	   1.3
4	23	 132.7	  22.9	  14.8	   0.1	   1.4
4	24	   0.0	  20.9	  14.5	   0.1	   1.4
5	1	   0.0	  20.2	  14.2	   0.0	   1.5
5	2	   0.0	  20.9	  14.7	   0.0	   1.4
5	3	   0.0	  21.6	  15.2	   0.0	   1.3
5	4	   0.0	  22.3	  15.7	   0.0	   1.2
5	5	   0.0	  23.0	  16.2	   0.0	   1.1
5	6	   0.0	  23.7	  16.7	   0.0	   1.0
5	7	   0.0	  24.4	  17.2	   0.0	   0.9
5	8	   0.0	  18.8	  17.0	   0.0	   0.9
5	9	   0.0	  21.2	  16.8	   0.0	   0.9
5	10	   7.5	  23.5	  16.6	   0.0	   1.0
5	11	 206.6	  25.9	  16.3	   0.0	   1.0
5	12	 403.5	  28.3	  16.1	   0.0	   1.0
5	13	 584.7	  30.7	  15.9	   0.5	   1.0
5	14	 737.8	  29.8	  15.8	   0.5	   1.0
5	15	 852.5	  28.8	  15.8	   0.5	   0.9
