1	1	 209.5	  16.5	   7.4	   0.0	   1.7
1	2	 389.6	  15.5	   7.4	   0.0	   1.7
1	3	 528.4	  14.5	   7.4	   0.0	   1.6
1	4	 616.5	  13.4	   7.4	   0.0	   1.6
1	5	 647.9	  12.2	   7.4	   0.0	   1.6
1	6	 620.4	  10.9	   7.4	   0.0	   1.6
1	7	 535.9	  10.5	   7.4	   0.0	   1.5
1	8	 400.2	  16.8	   7.3	   0.0	   2.0
1	9	 222.6	  14.7	   7.2	   0.0	   2.4
1	10	  15.0	  12.8	   7.2	   0.0	   2.8
1	11	   0.0	  11.0	   7.1	   0.0	   3.2
1	12	   0.0	   9.4	   7.0	   0.0	   3.6
1	13	   0.0	   8.7	   7.0	   0.0	   4.0
1	14	   0.0	   8.3	   6.8	   0.0	   4.2
1	15	   0.0	   7.9	   6.6	   0.0	   4.4
1	16	   0.0	   7.6	   6.4	   0.0	   4.6
1	17	   0.0	   7.2	   6.2	   0.0	   4.8
1	18	   0.0	   6.8	   6.0	   0.0	   5.0
1	19	   0.0	   6.4	   5.9	   0.0	   5.2
1	20	   0.0	   6.3	   5.8	   0.0	   5.2
1	21	   0.0	   7.6	   5.8	   0.0	   5.3
1	22	   0.0	   9.0	   5.7	   0.0	   5.3
1	23	   0.0	  10.3	   5.7	   0.0	   5.3
1	24	   0.4	  11.7	   5.7	   0.0	   5.3
2	1	 237.8	  13.0	   5.6	   0.0	   5.4
2	2	 441.5	  12.0	   5.6	   0.0	   5.2
2	3	 598.5	  11.0	   5.6	   0.0	   5.0
2	4	 698.1	   9.9	   5.5	   0.0	   4.9
2	5	 733.6	   8.8	   5.5	   0.0	   4.7
2	6	 702.5	   7.5	   5.5	   0.0	   4.5
2	7	 607.0	   7.1	   5.5	   0.0	   4.3
2	8	 453.5	  12.5	   5.4	   0.0	   4.0
2	9	 252.6	  10.4	   5.3	   0.0	   3.6
2	10	  17.9	   8.4	   5.2	   0.0	   3.3
2	11	   0.0	   6.6	   5.1	   0.0	   2.9
2	12	   0.0	   4.9	   5.0	   0.0	   2.6
2	13	   0.0	   4.3	   4.9	   0.0	   2.2
2	14	   0.0	   4.2	   4.9	   0.0	   2.2
2	15	   0.0	   4.1	   4.8	   0.0	   2.1
2	16	   0.0	   4.0	   4.8	   0.0	   2.1
2	17	   0.0	   3.9	   4.7	   0.0	   2.0
2	18	   0.0	   3.8	   4.6	   0.0	   1.9
2	19	   0.0	   3.7	   4.6	   0.0	   1.9
2	20	   0.0	   3.0	   4.8	   0.0	   2.3
2	21	   0.0	   5.0	   5.1	   0.0	   2.8
2	22	   0.0	   7.0	   5.3	   0.0	   3.2
2	23	   0.0	   9.0	   5.5	   0.0	   3.7
2	24	   1.4	  11.1	   5.7	   0.0	   4.1
3	1	 206.0	  13.1	   6.0	   0.0	   4.6
3	2	 381.7	  12.5	   6.1	   0.0	   4.5
3	3	 517.1	  11.9	   6.3	   0.0	   4.4
3	4	 603.0	  11.3	   6.4	   0.0	   4.3
3	5	 633.6	  10.6	   6.5	   0.0	   4.3
3	6	 606.8	   9.8	   6.7	   0.0	   4.2
3	7	 524.4	   9.6	   6.8	   0.0	   4.1
3	8	 392.1	  13.3	   6.8	   0.0	   4.0
3	9	 218.8	  12.1	   6.8	   0.0	   3.9
3	10	  16.3	  11.1	   6.8	   0.0	   3.8
3	11	   0.0	  10.1	   6.7	   0.0	   3.8
3	12	   0.0	   9.2	   6.7	   0.0	   3.7
3	13	   0.0	   8.8	   6.7	   0.0	   3.6
3	14	   0.0	   8.8	   6.7	   0.0	   3.5
3	15	   0.0	   8.9	   6.8	   0.0	   3.5
3	16	   0.0	   8.9	   6.8	   0.0	   3.4
3	17	   0.0	   8.9	   6.8	   0.0	   3.4
3	18	   0.0	   8.9	   6.9	   0.0	   3.3
3	19	   0.0	   9.0	   6.9	   0.0	   3.3
3	20	   0.0	   3.5	   7.1	   0.0	   3.4
3	21	   0.0	   6.3	   7.4	   0.0	   3.5
3	22	   0.0	   9.1	   7.6	   0.0	   3.6
3	23	   0.0	  12.0	   7.8	   0.0	   3.8
3	24	   2.1	  14.8	   8.1	   0.0	   3.9
4	1	 198.8	  17.6	   8.3	   0.0	   4.0
4	2	 367.6	  17.0	   8.4	   0.0	   4.1
4	3	 497.7	  16.4	   8.5	   0.0	   4.1
